Gene_ID,Gene_Symbol,Chromosome,Gene_Type,Gene_RefSeq_Status,RNA_RefSeq_Status,Gene_Length_bp
26235,FBXL4,6,protein-coding,REVIEWED,REVIEWED,79472
26234,FBXL5,4,protein-coding,REVIEWED,REVIEWED,77161
26233,FBXL6,8,protein-coding,REVIEWED,REVIEWED,3096
23194,FBXL7,5,protein-coding,REVIEWED,REVIEWED,439601
55336,FBXL8,16,protein-coding,REVIEWED,REVIEWED,4187
26267,FBXO10,9,protein-coding,VALIDATED,VALIDATED,65568
80204,FBXO11,2,protein-coding,REVIEWED,REVIEWED,98874
201456,FBXO15,18,protein-coding,REVIEWED,REVIEWED,74523
157574,FBXO16,8,protein-coding,REVIEWED,REVIEWED,61911
115290,FBXO17,19,protein-coding,REVIEWED,REVIEWED,34413
26232,FBXO2,1,protein-coding,REVIEWED,REVIEWED,6471
23014,FBXO21,12,protein-coding,REVIEWED,REVIEWED,47023
26263,FBXO22,15,protein-coding,REVIEWED,REVIEWED,31410
26261,FBXO24,7,protein-coding,REVIEWED,REVIEWED,18628
26260,FBXO25,8,protein-coding,REVIEWED,REVIEWED,63069
126433,FBXO27,19,protein-coding,VALIDATED,VALIDATED,25533
23219,FBXO28,1,protein-coding,VALIDATED,VALIDATED,47961
26273,FBXO3,11,protein-coding,REVIEWED,REVIEWED,33582
84085,FBXO30,6,protein-coding,REVIEWED,REVIEWED,66275
79791,FBXO31,16,protein-coding,REVIEWED,REVIEWED,65121
114907,FBXO32,8,protein-coding,REVIEWED,REVIEWED,43367
254170,FBXO33,14,protein-coding,REVIEWED,REVIEWED,36128
55030,FBXO34,14,protein-coding,VALIDATED,VALIDATED,82309
130888,FBXO36,2,protein-coding,VALIDATED,VALIDATED,91423
81545,FBXO38,5,protein-coding,REVIEWED,REVIEWED,58902
162517,FBXO39,17,protein-coding,VALIDATED,VALIDATED,11414
26272,FBXO4,5,protein-coding,REVIEWED,REVIEWED,122170
51725,FBXO40,3,protein-coding,VALIDATED,VALIDATED,36970
150726,FBXO41,2,protein-coding,REVIEWED,REVIEWED,29768
54455,FBXO42,1,protein-coding,VALIDATED,VALIDATED,105652
286151,FBXO43,8,protein-coding,VALIDATED,VALIDATED,17210
93611,FBXO44,1,protein-coding,REVIEWED,REVIEWED,8953
200933,FBXO45,3,protein-coding,VALIDATED,VALIDATED,20206
23403,FBXO46,19,protein-coding,VALIDATED,VALIDATED,22543
494188,FBXO47,17,protein-coding,VALIDATED,VALIDATED,31199
554251,FBXO48,2,protein-coding,VALIDATED,VALIDATED,4960
26271,FBXO5,6,protein-coding,REVIEWED,REVIEWED,13101
26270,FBXO6,1,protein-coding,REVIEWED,REVIEWED,10262
25793,FBXO7,22,protein-coding,REVIEWED,REVIEWED,24150
26269,FBXO8,4,protein-coding,REVIEWED,REVIEWED,47594
26268,FBXO9,6,protein-coding,REVIEWED,REVIEWED,43067
10517,FBXW10,17,protein-coding,VALIDATED,VALIDATED,35337
23291,FBXW11,5,protein-coding,REVIEWED,REVIEWED,148056
285231,FBXW12,3,protein-coding,VALIDATED,VALIDATED,22612
26190,FBXW2,9,protein-coding,REVIEWED,REVIEWED,36487
6468,FBXW4,10,protein-coding,REVIEWED,REVIEWED,84632
54461,FBXW5,9,protein-coding,REVIEWED,REVIEWED,4342
55294,FBXW7,4,protein-coding,REVIEWED,REVIEWED,215616
26259,FBXW8,12,protein-coding,REVIEWED,REVIEWED,121550
84261,FBXW9,19,protein-coding,VALIDATED,VALIDATED,7985
83953,FCAMR,1,protein-coding,VALIDATED,VALIDATED,12703
2204,FCAR,19,protein-coding,REVIEWED,REVIEWED,17328
2205,FCER1A,1,protein-coding,REVIEWED,REVIEWED,24337
2207,FCER1G,1,protein-coding,REVIEWED,REVIEWED,3952
2208,FCER2,19,protein-coding,REVIEWED,REVIEWED,13999
51077,FCF1,14,protein-coding,VALIDATED,VALIDATED,23574
8857,FCGBP,19,protein-coding,VALIDATED,VALIDATED,71304
2209,FCGR1A,1,protein-coding,REVIEWED,REVIEWED,10448
2210,FCGR1B,1,protein-coding,REVIEWED,REVIEWED,9817
2212,FCGR2A,1,protein-coding,REVIEWED,REVIEWED,18634
2213,FCGR2B,1,protein-coding,REVIEWED,REVIEWED,31412
9103,FCGR2C,1,protein-coding,REVIEWED,REVIEWED,19882
2214,FCGR3A,1,protein-coding,REVIEWED,REVIEWED,8979
2215,FCGR3B,1,protein-coding,REVIEWED,REVIEWED,8768
2217,FCGRT,19,protein-coding,REVIEWED,REVIEWED,14150
23149,FCHO1,19,protein-coding,VALIDATED,VALIDATED,40851
115548,FCHO2,5,protein-coding,VALIDATED,VALIDATED,134542
89848,FCHSD1,5,protein-coding,VALIDATED,VALIDATED,12142
9873,FCHSD2,11,protein-coding,VALIDATED,VALIDATED,305940
9214,FCMR,1,protein-coding,VALIDATED,VALIDATED,18752
2219,FCN1,9,protein-coding,REVIEWED,REVIEWED,14768
2220,FCN2,9,protein-coding,REVIEWED,REVIEWED,26445
8547,FCN3,1,protein-coding,REVIEWED,REVIEWED,5743
115350,FCRL1,1,protein-coding,REVIEWED,REVIEWED,27902
79368,FCRL2,1,protein-coding,REVIEWED,REVIEWED,31740
115352,FCRL3,1,protein-coding,REVIEWED,REVIEWED,24505
83417,FCRL4,1,protein-coding,REVIEWED,REVIEWED,24332
83416,FCRL5,1,protein-coding,REVIEWED,REVIEWED,39157
343413,FCRL6,1,protein-coding,VALIDATED,VALIDATED,15752
84824,FCRLA,1,protein-coding,REVIEWED,REVIEWED,7381
127943,FCRLB,1,protein-coding,VALIDATED,VALIDATED,6600
260436,FDCSP,4,protein-coding,REVIEWED,REVIEWED,9182
2222,FDFT1,8,protein-coding,VALIDATED,VALIDATED,43737
2224,FDPS,1,protein-coding,REVIEWED,REVIEWED,11919
2230,FDX1,11,protein-coding,REVIEWED,REVIEWED,34948
112812,FDX2,19,protein-coding,REVIEWED,REVIEWED,5805
91893,FDXACB1,11,protein-coding,VALIDATED,VALIDATED,5402
2232,FDXR,17,protein-coding,REVIEWED,REVIEWED,10535
2235,FECH,18,protein-coding,REVIEWED,REVIEWED,41897
55527,FEM1A,19,protein-coding,VALIDATED,VALIDATED,3844
10116,FEM1B,15,protein-coding,REVIEWED,REVIEWED,18063
56929,FEM1C,5,protein-coding,VALIDATED,VALIDATED,23987
2237,FEN1,11,protein-coding,REVIEWED,REVIEWED,4608
2241,FER,5,protein-coding,REVIEWED,REVIEWED,450757
90342,FER1L5,2,protein-coding,VALIDATED,VALIDATED,62169
654463,FER1L6,8,protein-coding,VALIDATED,VALIDATED,268075
222894,FERD3L,7,protein-coding,VALIDATED,VALIDATED,640
55612,FERMT1,20,protein-coding,REVIEWED,REVIEWED,48765
10979,FERMT2,14,protein-coding,VALIDATED,VALIDATED,93827
83706,FERMT3,11,protein-coding,REVIEWED,REVIEWED,17230
2242,FES,15,protein-coding,REVIEWED,REVIEWED,11356
26998,FETUB,3,protein-coding,REVIEWED,REVIEWED,17181
54738,FEV,2,protein-coding,REVIEWED,REVIEWED,4571
9638,FEZ1,11,protein-coding,REVIEWED,REVIEWED,50566
9637,FEZ2,2,protein-coding,REVIEWED,REVIEWED,45952
389549,FEZF1,7,protein-coding,REVIEWED,REVIEWED,10917
55079,FEZF2,3,protein-coding,VALIDATED,VALIDATED,3844
2864,FFAR1,19,protein-coding,REVIEWED,REVIEWED,923
2867,FFAR2,19,protein-coding,REVIEWED,REVIEWED,3803
2865,FFAR3,19,protein-coding,VALIDATED,VALIDATED,2386
338557,FFAR4,10,protein-coding,REVIEWED,REVIEWED,23895
2243,FGA,4,protein-coding,REVIEWED,REVIEWED,7641
2244,FGB,4,protein-coding,REVIEWED,REVIEWED,9784
2245,FGD1,X,protein-coding,REVIEWED,REVIEWED,50713
221472,FGD2,6,protein-coding,REVIEWED,REVIEWED,23426
89846,FGD3,9,protein-coding,VALIDATED,VALIDATED,88918
121512,FGD4,12,protein-coding,REVIEWED,REVIEWED,246528
152273,FGD5,3,protein-coding,VALIDATED,VALIDATED,115604
55785,FGD6,12,protein-coding,VALIDATED,VALIDATED,140716
2246,FGF1,5,protein-coding,REVIEWED,REVIEWED,105893
2255,FGF10,5,protein-coding,REVIEWED,REVIEWED,88052
2256,FGF11,17,protein-coding,REVIEWED,REVIEWED,6660
2257,FGF12,3,protein-coding,REVIEWED,REVIEWED,588207
2258,FGF13,X,protein-coding,REVIEWED,REVIEWED,591317
2259,FGF14,13,protein-coding,REVIEWED,REVIEWED,681574
8823,FGF16,X,protein-coding,REVIEWED,REVIEWED,8848
8822,FGF17,8,protein-coding,REVIEWED,REVIEWED,9102
8817,FGF18,5,protein-coding,REVIEWED,REVIEWED,37964
9965,FGF19,11,protein-coding,REVIEWED,REVIEWED,6101
2247,FGF2,4,protein-coding,REVIEWED,REVIEWED,71528
26281,FGF20,8,protein-coding,REVIEWED,REVIEWED,9341
26291,FGF21,19,protein-coding,REVIEWED,REVIEWED,2772
27006,FGF22,19,protein-coding,REVIEWED,REVIEWED,3809
8074,FGF23,12,protein-coding,REVIEWED,REVIEWED,11502
2248,FGF3,11,protein-coding,REVIEWED,REVIEWED,9457
2249,FGF4,11,protein-coding,REVIEWED,REVIEWED,4388
2250,FGF5,4,protein-coding,REVIEWED,REVIEWED,24430
2251,FGF6,12,protein-coding,REVIEWED,REVIEWED,11658
2252,FGF7,15,protein-coding,REVIEWED,REVIEWED,64149
2253,FGF8,10,protein-coding,REVIEWED,REVIEWED,10240
2254,FGF9,13,protein-coding,REVIEWED,REVIEWED,33426
9982,FGFBP1,4,protein-coding,REVIEWED,REVIEWED,3172
83888,FGFBP2,4,protein-coding,REVIEWED,REVIEWED,2997
143282,FGFBP3,10,protein-coding,VALIDATED,VALIDATED,2914
2260,FGFR1,8,protein-coding,REVIEWED,REVIEWED,57697
11116,FGFR1OP,6,protein-coding,REVIEWED,REVIEWED,43102
26127,FGFR1OP2,12,protein-coding,VALIDATED,VALIDATED,28277
2263,FGFR2,10,protein-coding,REVIEWED,REVIEWED,120129
2261,FGFR3,4,protein-coding,REVIEWED,REVIEWED,15574
2264,FGFR4,5,protein-coding,REVIEWED,REVIEWED,11271
53834,FGFRL1,4,protein-coding,REVIEWED,REVIEWED,16969
2266,FGG,4,protein-coding,REVIEWED,REVIEWED,8675
55277,FGGY,1,protein-coding,REVIEWED,REVIEWED,466326
2267,FGL1,8,protein-coding,REVIEWED,REVIEWED,45604
10875,FGL2,7,protein-coding,REVIEWED,REVIEWED,6463
2268,FGR,1,protein-coding,REVIEWED,REVIEWED,23273
2271,FH,1,protein-coding,REVIEWED,REVIEWED,22229
114827,FHAD1,1,protein-coding,VALIDATED,VALIDATED,163724
85462,FHDC1,4,protein-coding,VALIDATED,VALIDATED,44252
2272,FHIT,3,protein-coding,REVIEWED,REVIEWED,1504197
2273,FHL1,X,protein-coding,REVIEWED,REVIEWED,64658
2274,FHL2,2,protein-coding,REVIEWED,REVIEWED,77948
2275,FHL3,1,protein-coding,REVIEWED,REVIEWED,8927
9457,FHL5,6,protein-coding,REVIEWED,REVIEWED,56102
29109,FHOD1,16,protein-coding,REVIEWED,REVIEWED,18134
80206,FHOD3,18,protein-coding,REVIEWED,REVIEWED,482525
84929,FIBCD1,9,protein-coding,VALIDATED,VALIDATED,36631
387758,FIBIN,11,protein-coding,VALIDATED,VALIDATED,3007
9158,FIBP,11,protein-coding,REVIEWED,REVIEWED,4800
11153,FICD,12,protein-coding,VALIDATED,VALIDATED,4330
9896,FIG4,6,protein-coding,REVIEWED,REVIEWED,134211
344018,FIGLA,2,protein-coding,REVIEWED,REVIEWED,13334
55137,FIGN,2,protein-coding,VALIDATED,VALIDATED,133545
63979,FIGNL1,7,protein-coding,REVIEWED,REVIEWED,13087
401720,FIGNL2,12,protein-coding,VALIDATED,VALIDATED,30862
27145,FILIP1,6,protein-coding,REVIEWED,REVIEWED,202057
11259,FILIP1L,3,protein-coding,VALIDATED,VALIDATED,281370
81608,FIP1L1,4,protein-coding,REVIEWED,REVIEWED,85040
51024,FIS1,7,protein-coding,VALIDATED,VALIDATED,5479
161247,FITM1,14,protein-coding,VALIDATED,VALIDATED,1384
128486,FITM2,20,protein-coding,VALIDATED,VALIDATED,8415
84922,FIZ1,19,protein-coding,REVIEWED,REVIEWED,8333
24147,FJX1,11,protein-coding,REVIEWED,REVIEWED,2687
60681,FKBP10,17,protein-coding,REVIEWED,REVIEWED,10508
51303,FKBP11,12,protein-coding,VALIDATED,VALIDATED,3589
55033,FKBP14,7,protein-coding,REVIEWED,REVIEWED,16219
23307,FKBP15,9,protein-coding,VALIDATED,VALIDATED,56326
2280,FKBP1A,20,protein-coding,REVIEWED,REVIEWED,24196
2281,FKBP1B,2,protein-coding,VALIDATED,VALIDATED,34539
2286,FKBP2,11,protein-coding,REVIEWED,REVIEWED,3195
2287,FKBP3,14,protein-coding,REVIEWED,REVIEWED,19238
2288,FKBP4,12,protein-coding,REVIEWED,REVIEWED,10482
2289,FKBP5,6,protein-coding,REVIEWED,REVIEWED,154999
8468,FKBP6,7,protein-coding,REVIEWED,REVIEWED,30486
51661,FKBP7,2,protein-coding,REVIEWED,REVIEWED,17154
23770,FKBP8,19,protein-coding,REVIEWED,REVIEWED,12326
11328,FKBP9,7,protein-coding,VALIDATED,VALIDATED,49528
63943,FKBPL,6,protein-coding,REVIEWED,REVIEWED,1584
79147,FKRP,19,protein-coding,REVIEWED,REVIEWED,12561
2218,FKTN,9,protein-coding,REVIEWED,REVIEWED,97834
80308,FLAD1,1,protein-coding,REVIEWED,REVIEWED,9818
201163,FLCN,17,protein-coding,REVIEWED,REVIEWED,30246
2312,FLG,1,protein-coding,REVIEWED,REVIEWED,23029
388698,FLG2,1,protein-coding,REVIEWED,REVIEWED,11294
2313,FLI1,11,protein-coding,REVIEWED,REVIEWED,128005
2314,FLII,17,protein-coding,REVIEWED,REVIEWED,14102
392490,FLJ44635,X,protein-coding,VALIDATED,VALIDATED,17567
729220,FLJ45513,17,protein-coding,VALIDATED,VALIDATED,2928
2316,FLNA,X,protein-coding,REVIEWED,REVIEWED,26107
2317,FLNB,3,protein-coding,REVIEWED,REVIEWED,163856
2318,FLNC,7,protein-coding,REVIEWED,REVIEWED,28846
10211,FLOT1,6,protein-coding,REVIEWED,REVIEWED,15143
2319,FLOT2,17,protein-coding,REVIEWED,REVIEWED,18402
23769,FLRT1,11,protein-coding,REVIEWED,REVIEWED,91320
23768,FLRT2,14,protein-coding,REVIEWED,REVIEWED,101325
23767,FLRT3,20,protein-coding,REVIEWED,REVIEWED,14863
2321,FLT1,13,protein-coding,REVIEWED,REVIEWED,194783
2322,FLT3,13,protein-coding,REVIEWED,REVIEWED,97319
2323,FLT3LG,19,protein-coding,VALIDATED,VALIDATED,12866
2324,FLT4,5,protein-coding,REVIEWED,REVIEWED,48793
28982,FLVCR1,1,protein-coding,REVIEWED,REVIEWED,41109
55640,FLVCR2,14,protein-coding,REVIEWED,REVIEWED,69573
84256,FLYWCH1,16,protein-coding,VALIDATED,VALIDATED,39336
114984,FLYWCH2,16,protein-coding,VALIDATED,VALIDATED,16579
154791,FMC1,7,protein-coding,VALIDATED,VALIDATED,5870
100996928,FMC1-LUC7L2,7,protein-coding,VALIDATED,VALIDATED,82326
342184,FMN1,15,protein-coding,REVIEWED,REVIEWED,429222
56776,FMN2,1,protein-coding,REVIEWED,REVIEWED,383305
752,FMNL1,17,protein-coding,REVIEWED,REVIEWED,27055
114793,FMNL2,2,protein-coding,REVIEWED,REVIEWED,314665
91010,FMNL3,12,protein-coding,VALIDATED,VALIDATED,70916
2326,FMO1,1,protein-coding,REVIEWED,REVIEWED,37508
2327,FMO2,1,protein-coding,REVIEWED,REVIEWED,27476
2328,FMO3,1,protein-coding,REVIEWED,REVIEWED,26947
2329,FMO4,1,protein-coding,REVIEWED,REVIEWED,27954
2330,FMO5,1,protein-coding,REVIEWED,REVIEWED,41836
2331,FMOD,1,protein-coding,REVIEWED,REVIEWED,10809
2332,FMR1,X,protein-coding,REVIEWED,REVIEWED,39177
158521,FMR1NB,X,protein-coding,VALIDATED,VALIDATED,45339
2335,FN1,2,protein-coding,REVIEWED,REVIEWED,75728
64122,FN3K,17,protein-coding,VALIDATED,VALIDATED,15622
79672,FN3KRP,17,protein-coding,VALIDATED,VALIDATED,11312
23048,FNBP1,9,protein-coding,REVIEWED,REVIEWED,166660
54874,FNBP1L,1,protein-coding,REVIEWED,REVIEWED,121605
23360,FNBP4,11,protein-coding,REVIEWED,REVIEWED,50985
84624,FNDC1,6,protein-coding,VALIDATED,VALIDATED,102712
643988,FNDC10,1,protein-coding,VALIDATED,VALIDATED,2089
79025,FNDC11,20,protein-coding,VALIDATED,VALIDATED,3693
22862,FNDC3A,13,protein-coding,VALIDATED,VALIDATED,234539
64778,FNDC3B,3,protein-coding,VALIDATED,VALIDATED,361076
64838,FNDC4,2,protein-coding,VALIDATED,VALIDATED,3620
252995,FNDC5,1,protein-coding,REVIEWED,REVIEWED,10225
163479,FNDC7,1,protein-coding,VALIDATED,VALIDATED,29816
54752,FNDC8,17,protein-coding,VALIDATED,VALIDATED,9154
408263,FNDC9,5,protein-coding,VALIDATED,VALIDATED,4123
96459,FNIP1,5,protein-coding,REVIEWED,REVIEWED,155351
57600,FNIP2,4,protein-coding,REVIEWED,REVIEWED,139056
2339,FNTA,8,protein-coding,REVIEWED,REVIEWED,29490
2342,FNTB,14,protein-coding,VALIDATED,VALIDATED,75864
54914,FOCAD,9,protein-coding,VALIDATED,VALIDATED,337647
2346,FOLH1,11,protein-coding,REVIEWED,REVIEWED,63577
219595,FOLH1B,11,protein-coding,VALIDATED,VALIDATED,61139
2348,FOLR1,11,protein-coding,REVIEWED,REVIEWED,6766
2350,FOLR2,11,protein-coding,REVIEWED,REVIEWED,5178
2352,FOLR3,11,protein-coding,REVIEWED,REVIEWED,4183
123811,FOPNL,16,protein-coding,VALIDATED,VALIDATED,22931
2353,FOS,14,protein-coding,REVIEWED,REVIEWED,3457
2354,FOSB,19,protein-coding,REVIEWED,REVIEWED,7185
8061,FOSL1,11,protein-coding,REVIEWED,REVIEWED,8391
2355,FOSL2,2,protein-coding,REVIEWED,REVIEWED,24458
3169,FOXA1,14,protein-coding,REVIEWED,REVIEWED,5569
3170,FOXA2,20,protein-coding,REVIEWED,REVIEWED,4460
3171,FOXA3,19,protein-coding,REVIEWED,REVIEWED,9538
27023,FOXB1,15,protein-coding,VALIDATED,VALIDATED,1722
442425,FOXB2,9,protein-coding,VALIDATED,VALIDATED,1299
2296,FOXC1,6,protein-coding,REVIEWED,REVIEWED,3452
2303,FOXC2,16,protein-coding,REVIEWED,REVIEWED,1683
2297,FOXD1,5,protein-coding,REVIEWED,REVIEWED,2272
2306,FOXD2,1,protein-coding,REVIEWED,REVIEWED,4675
27022,FOXD3,1,protein-coding,REVIEWED,REVIEWED,2068
2298,FOXD4,9,protein-coding,REVIEWED,REVIEWED,2187
200350,FOXD4L1,2,protein-coding,REVIEWED,REVIEWED,2067
286380,FOXD4L3,9,protein-coding,VALIDATED,VALIDATED,2218
653427,FOXD4L5,9,protein-coding,VALIDATED,VALIDATED,3109
653404,FOXD4L6,9,protein-coding,VALIDATED,VALIDATED,2725
2304,FOXE1,9,protein-coding,REVIEWED,REVIEWED,3461
2301,FOXE3,1,protein-coding,REVIEWED,REVIEWED,1981
2294,FOXF1,16,protein-coding,REVIEWED,REVIEWED,3938
2295,FOXF2,6,protein-coding,REVIEWED,REVIEWED,5764
2290,FOXG1,14,protein-coding,REVIEWED,REVIEWED,3206
8928,FOXH1,8,protein-coding,REVIEWED,REVIEWED,2604
2299,FOXI1,5,protein-coding,REVIEWED,REVIEWED,3829
399823,FOXI2,10,protein-coding,VALIDATED,VALIDATED,3913
344167,FOXI3,2,protein-coding,VALIDATED,VALIDATED,5749
2302,FOXJ1,17,protein-coding,REVIEWED,REVIEWED,4967
55810,FOXJ2,12,protein-coding,VALIDATED,VALIDATED,22843
22887,FOXJ3,1,protein-coding,VALIDATED,VALIDATED,160267
221937,FOXK1,7,protein-coding,VALIDATED,VALIDATED,129160
3607,FOXK2,17,protein-coding,REVIEWED,REVIEWED,84890
2300,FOXL1,16,protein-coding,REVIEWED,REVIEWED,3190
668,FOXL2,3,protein-coding,REVIEWED,REVIEWED,2917
401089,FOXL2NB,3,protein-coding,VALIDATED,VALIDATED,6759
2305,FOXM1,12,protein-coding,REVIEWED,REVIEWED,19476
8456,FOXN1,17,protein-coding,REVIEWED,REVIEWED,32690
3344,FOXN2,2,protein-coding,REVIEWED,REVIEWED,64656
1112,FOXN3,14,protein-coding,REVIEWED,REVIEWED,462979
121643,FOXN4,12,protein-coding,VALIDATED,VALIDATED,31429
2308,FOXO1,13,protein-coding,REVIEWED,REVIEWED,110934
2309,FOXO3,6,protein-coding,REVIEWED,REVIEWED,124947
4303,FOXO4,X,protein-coding,REVIEWED,REVIEWED,7386
100132074,FOXO6,1,protein-coding,VALIDATED,VALIDATED,21661
27086,FOXP1,3,protein-coding,REVIEWED,REVIEWED,629276
93986,FOXP2,7,protein-coding,REVIEWED,REVIEWED,607463
50943,FOXP3,X,protein-coding,REVIEWED,REVIEWED,14497
116113,FOXP4,6,protein-coding,REVIEWED,REVIEWED,55959
94234,FOXQ1,6,protein-coding,VALIDATED,VALIDATED,2319
283150,FOXR1,11,protein-coding,REVIEWED,REVIEWED,10204
139628,FOXR2,X,protein-coding,VALIDATED,VALIDATED,2789
55572,FOXRED1,11,protein-coding,REVIEWED,REVIEWED,9093
80020,FOXRED2,22,protein-coding,VALIDATED,VALIDATED,19916
2307,FOXS1,20,protein-coding,REVIEWED,REVIEWED,1318
2356,FPGS,9,protein-coding,REVIEWED,REVIEWED,11663
8790,FPGT,1,protein-coding,REVIEWED,REVIEWED,10491
100526835,FPGT-TNNI3K,1,protein-coding,VALIDATED,VALIDATED,346221
2357,FPR1,19,protein-coding,REVIEWED,REVIEWED,6128
2358,FPR2,19,protein-coding,VALIDATED,VALIDATED,18501
2359,FPR3,19,protein-coding,VALIDATED,VALIDATED,31062
118924,FRA10AC1,10,protein-coding,REVIEWED,REVIEWED,35077
80144,FRAS1,4,protein-coding,REVIEWED,REVIEWED,487302
10023,FRAT1,10,protein-coding,REVIEWED,REVIEWED,2651
23401,FRAT2,10,protein-coding,REVIEWED,REVIEWED,2205
158326,FREM1,9,protein-coding,REVIEWED,REVIEWED,176988
341640,FREM2,13,protein-coding,REVIEWED,REVIEWED,200096
166752,FREM3,4,protein-coding,REVIEWED,REVIEWED,123269
2483,FRG1,4,protein-coding,REVIEWED,REVIEWED,22386
448831,FRG2,4,protein-coding,VALIDATED,VALIDATED,2891
441581,FRG2B,10,protein-coding,VALIDATED,VALIDATED,1697
100288801,FRG2C,3,protein-coding,VALIDATED,VALIDATED,20457
2444,FRK,6,protein-coding,REVIEWED,REVIEWED,159709
79981,FRMD1,6,protein-coding,VALIDATED,VALIDATED,37263
257019,FRMD3,9,protein-coding,REVIEWED,REVIEWED,342808
55691,FRMD4A,10,protein-coding,REVIEWED,REVIEWED,692585
23150,FRMD4B,3,protein-coding,REVIEWED,REVIEWED,372559
84978,FRMD5,15,protein-coding,VALIDATED,VALIDATED,324534
122786,FRMD6,14,protein-coding,VALIDATED,VALIDATED,241628
90167,FRMD7,X,protein-coding,REVIEWED,REVIEWED,53097
83786,FRMD8,11,protein-coding,VALIDATED,VALIDATED,26956
22844,FRMPD1,9,protein-coding,VALIDATED,VALIDATED,143928
143162,FRMPD2,10,protein-coding,REVIEWED,REVIEWED,118340
84443,FRMPD3,X,protein-coding,REVIEWED,REVIEWED,82815
9758,FRMPD4,X,protein-coding,REVIEWED,REVIEWED,587195
391059,FRRS1,1,protein-coding,VALIDATED,VALIDATED,57932
23732,FRRS1L,9,protein-coding,REVIEWED,REVIEWED,36999
10818,FRS2,12,protein-coding,VALIDATED,VALIDATED,109445
10817,FRS3,6,protein-coding,REVIEWED,REVIEWED,9730
10129,FRY,13,protein-coding,VALIDATED,VALIDATED,267823
285527,FRYL,4,protein-coding,VALIDATED,VALIDATED,282961
2487,FRZB,2,protein-coding,REVIEWED,REVIEWED,33496
100861412,FSBP,8,protein-coding,VALIDATED,VALIDATED,9241
84075,FSCB,14,protein-coding,VALIDATED,VALIDATED,3148
6624,FSCN1,7,protein-coding,REVIEWED,REVIEWED,13852
25794,FSCN2,17,protein-coding,REVIEWED,REVIEWED,24112
29999,FSCN3,7,protein-coding,VALIDATED,VALIDATED,8163
79187,FSD1,19,protein-coding,REVIEWED,REVIEWED,19253
83856,FSD1L,9,protein-coding,VALIDATED,VALIDATED,110251
123722,FSD2,15,protein-coding,REVIEWED,REVIEWED,52337
2488,FSHB,11,protein-coding,REVIEWED,REVIEWED,4262
2492,FSHR,2,protein-coding,REVIEWED,REVIEWED,201367
161835,FSIP1,15,protein-coding,VALIDATED,VALIDATED,185558
401024,FSIP2,2,protein-coding,REVIEWED,REVIEWED,94454
10468,FST,5,protein-coding,REVIEWED,REVIEWED,6797
11167,FSTL1,3,protein-coding,REVIEWED,REVIEWED,56858
10272,FSTL3,19,protein-coding,REVIEWED,REVIEWED,7004
23105,FSTL4,5,protein-coding,VALIDATED,VALIDATED,647240
56884,FSTL5,4,protein-coding,VALIDATED,VALIDATED,780143
10841,FTCD,21,protein-coding,REVIEWED,REVIEWED,20502
100861507,FTCD-AS1,21,protein-coding,VALIDATED,VALIDATED,1273
348751,FTCDNL1,2,protein-coding,VALIDATED,VALIDATED,187849
2495,FTH1,11,protein-coding,REVIEWED,REVIEWED,3376
441490,FTH1P18,X,protein-coding,VALIDATED,VALIDATED,913
53940,FTHL17,X,protein-coding,REVIEWED,REVIEWED,813
2512,FTL,19,protein-coding,REVIEWED,REVIEWED,2939
94033,FTMT,5,protein-coding,VALIDATED,VALIDATED,879
79068,FTO,16,protein-coding,REVIEWED,REVIEWED,410505
24140,FTSJ1,X,protein-coding,REVIEWED,REVIEWED,10344
117246,FTSJ3,17,protein-coding,REVIEWED,REVIEWED,8239
8880,FUBP1,1,protein-coding,REVIEWED,REVIEWED,35385
8939,FUBP3,9,protein-coding,VALIDATED,VALIDATED,58780
2517,FUCA1,1,protein-coding,REVIEWED,REVIEWED,23293
2519,FUCA2,6,protein-coding,REVIEWED,REVIEWED,17072
197258,FUK,16,protein-coding,REVIEWED,REVIEWED,25685
139341,FUNDC1,X,protein-coding,REVIEWED,REVIEWED,19337
65991,FUNDC2,X,protein-coding,VALIDATED,VALIDATED,30128
282969,FUOM,10,protein-coding,VALIDATED,VALIDATED,5259
5045,FURIN,15,protein-coding,REVIEWED,REVIEWED,14867
2521,FUS,16,protein-coding,REVIEWED,REVIEWED,14762
