Peak.Chpreffed	Peak.Humreffed	ATAC11_SKM_Hyb1_Human_chpreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_chpreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_71919_enhancer_TNFRSF1A_5458.0_PLEKHG6_25909.0	peak_CM_HP_MN_PP_SKM_71919_enhancer_TNFRSF1A_5447.5_PLEKHG6_25909.0	56	59	56	59	0.852155526629713
peak_CM_HP_MN_PP_SKM_122296_promoter_GLYR1_UBN1	peak_CM_HP_MN_PP_SKM_122296_promoter_GLYR1_UBN1	54	46	54	46	0.48411841360729146
peak_CM_HP_MN_PP_308533_promoter_TNS3	peak_CM_HP_MN_PP_308533_promoter_TNS3	34	31	34	31	0.8043170001933984
peak_CM_HP_MN_PP_SKM_129365_promoter_TMEM170A	peak_CM_HP_MN_PP_SKM_129365_promoter_TMEM170A	94	93	94	93	1.0
peak_CM_HP_MN_PP_SKM_12520_promoter_ROR1	peak_CM_HP_MN_PP_SKM_12520_promoter_ROR1	41	43	41	43	0.9132023622245968
peak_CM_HP_MN_PP_SKM_87801_promoter_ABCB9	peak_CM_HP_MN_PP_SKM_87801_promoter_ABCB9	31	28	31	28	0.794843653982861
peak_CM_HP_MN_PP_52180_promoter_ART5	peak_CM_HP_MN_PP_52180_promoter_ART5	26	28	26	28	0.8919231511047488
peak_CM_HP_MN_PP_SKM_125195_promoter_CORO1A	peak_CM_HP_MN_PP_SKM_125195_promoter_CORO1A	29	30	29	30	1.0
peak_CM_HP_MN_PP_SKM_125179_promoter_YPEL3	peak_CM_HP_MN_PP_SKM_125179_promoter_YPEL3	37	34	37	34	0.8125886494061619
peak_CM_HP_MN_PP_SKM_125175_promoter_TBX6	peak_CM_HP_MN_PP_SKM_125175_promoter_TBX6	28	32	28	32	0.6988834276200058
peak_CM_HP_MN_PP_SKM_125167_promoter_ALDOA	peak_CM_HP_MN_PP_SKM_125167_promoter_ALDOA	79	82	79	82	0.8748178672015423
peak_CM_HP_MN_PP_SKM_125139_promoter_HIRIP3_INO80E	peak_CM_HP_MN_PP_SKM_125139_promoter_HIRIP3_INO80E	30	31	30	31	1.0
peak_CM_HP_MN_PP_SKM_125131_promoter_TAOK2	peak_CM_HP_MN_PP_SKM_125131_promoter_TAOK2	90	86	90	86	0.8211772774694063
peak_CM_HP_MN_PP_SKM_88232_enhancer_SCARB1_118210.0_UBC_169573.0	peak_CM_HP_MN_PP_SKM_88232_enhancer_SCARB1_117726.5_UBC_168607.5	45	42	45	42	0.8303730096857541
peak_CM_HP_MN_PP_SKM_125127_promoter_TMEM219	peak_CM_HP_MN_PP_SKM_125127_promoter_TMEM219	44	39	44	39	0.6608836477612154
peak_CM_HP_MN_PP_SKM_125077_promoter_PAGR1	peak_CM_HP_MN_PP_SKM_125077_promoter_PAGR1	45	43	45	43	0.9151865048428764
peak_CM_HP_MN_PP_SKM_124916_promoter_XPO6	peak_CM_HP_MN_PP_SKM_124916_promoter_XPO6	34	31	34	31	0.8043170001933984
peak_CM_HP_MN_PP_SKM_124540_promoter_ZKSCAN2	peak_CM_HP_MN_PP_SKM_124540_promoter_ZKSCAN2	28	25	28	25	0.7838463022094988
peak_CM_HP_MN_PP_60113_promoter_RASGRP2	peak_CM_HP_MN_PP_60113_promoter_RASGRP2	49	50	49	50	1.0
peak_CM_HP_MN_PP_SKM_8878_promoter_RLF	peak_CM_HP_MN_PP_SKM_8878_promoter_RLF	35	32	35	32	0.8071946913670247
peak_CM_HP_MN_PP_SKM_8886_promoter_ZMPSTE24	peak_CM_HP_MN_PP_SKM_8886_promoter_ZMPSTE24	34	30	34	30	0.7079807541347641
peak_CM_HP_MN_PP_SKM_124290_promoter_NDUFAB1	peak_CM_HP_MN_PP_SKM_124290_promoter_NDUFAB1	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_124200_promoter_USP31	peak_CM_HP_MN_PP_SKM_124200_promoter_USP31	40	41	40	41	1.0
peak_CM_HP_MN_PP_SKM_89064_promoter_RAN	peak_CM_HP_MN_PP_SKM_89064_promoter_RAN	69	64	69	64	0.7288539386735837
peak_CM_HP_MN_PP_SKM_8909_promoter_ZFP69B	peak_CM_HP_MN_PP_SKM_8909_promoter_ZFP69B	37	39	37	39	0.9087769252754927
peak_CM_HP_MN_PP_51950_promoter_ASCL2	peak_CM_HP_MN_PP_51950_promoter_ASCL2	34	32	34	32	0.9021585000966994
peak_CM_HP_MN_PP_SKM_124090_promoter_POLR3E	peak_CM_HP_MN_PP_SKM_124090_promoter_POLR3E	86	87	86	87	1.0
peak_CM_HP_MN_PP_SKM_87707_promoter_RSRC2_KNTC1	peak_CM_HP_MN_PP_SKM_87707_promoter_RSRC2_KNTC1	60	57	60	57	0.8534084458955624
peak_CM_HP_MN_PP_SKM_87686_promoter_CLIP1	peak_CM_HP_MN_PP_SKM_87686_promoter_CLIP1	50	54	50	54	0.7687918101386723
peak_CM_HP_MN_PP_SKM_86978_promoter_PRKAB1	peak_CM_HP_MN_PP_SKM_86978_promoter_PRKAB1	56	51	56	51	0.6991749840078749
peak_CM_HP_MN_PP_SKM_87015_promoter_CIT	peak_CM_HP_MN_PP_SKM_87015_promoter_CIT	35	37	35	37	0.906294324703081
peak_CM_HP_MN_PP_SKM_87089_enhancer_PXN_30268.0_RPLP0_34240.5	peak_CM_HP_MN_PP_SKM_87089_enhancer_PXN_30394.0_RPLP0_34334.0	27	24	27	24	0.7797679305530743
peak_CM_HP_MN_PP_SKM_87119_enhancer_PLA2G1B_9321.0_SIRT4_15275.5	peak_CM_HP_MN_PP_SKM_87119_enhancer_PLA2G1B_9328.0_SIRT4_15292.0	57	59	57	59	0.9260777633148564
peak_CM_HP_MN_PP_SKM_8717_promoter_BMP8A	peak_CM_HP_MN_PP_SKM_8717_promoter_BMP8A	33	30	33	30	0.8013064925040663
peak_CM_HP_MN_PP_SKM_87197_promoter_COQ5	peak_CM_HP_MN_PP_SKM_87197_promoter_COQ5	29	27	29	27	0.8938530948350216
peak_SKM_103546_enhancer_BMP4_147636.0_BMP4_151070.0	peak_SKM_103546_enhancer_BMP4_147848.5_BMP4_151280.5	28	24	28	24	0.6778086391424605
peak_CM_HP_MN_PP_SKM_87243_promoter_MLEC	peak_CM_HP_MN_PP_SKM_87243_promoter_MLEC	75	69	75	69	0.6770697943668327
peak_CM_HP_MN_PP_SKM_87382_promoter_CAMKK2	peak_CM_HP_MN_PP_SKM_87382_promoter_CAMKK2	43	43	43	43	1.0
peak_CM_HP_MN_PP_SKM_87391_promoter_ANAPC5	peak_CM_HP_MN_PP_SKM_87391_promoter_ANAPC5	27	28	27	28	1.0
peak_CM_HP_MN_PP_SKM_87398_promoter_RNF34	peak_CM_HP_MN_PP_SKM_87398_promoter_RNF34	86	80	86	80	0.6980840547607383
peak_CM_HP_MN_PP_SKM_87415_enhancer_RNF34_67468.5_KDM2B_114508.0	peak_CM_HP_MN_PP_SKM_87415_enhancer_RNF34_67408.0_KDM2B_113153.0	30	29	30	29	1.0
peak_CM_HP_MN_PP_SKM_87437_enhancer_KDM2B_43589.5_ORAI1_89759.5	peak_CM_HP_MN_PP_SKM_87437_enhancer_KDM2B_43568.5_ORAI1_89568.0	45	48	45	48	0.8358461346314859
peak_CM_HP_MN_PP_SKM_87464_promoter_ORAI1	peak_CM_HP_MN_PP_SKM_87464_promoter_ORAI1	36	37	36	37	1.0
peak_CM_HP_MN_PP_SKM_87495_promoter_TMEM120B	peak_CM_HP_MN_PP_SKM_87495_promoter_TMEM120B	39	39	39	39	1.0
peak_CM_HP_MN_PP_51579_enhancer_EPS8L2_20271.0_TALDO1_20804.5	peak_CM_HP_MN_PP_51579_enhancer_TALDO1_20447.0_EPS8L2_20782.0	29	27	29	27	0.8938530948350216
peak_CM_HP_MN_PP_51804_promoter_IFITM10	peak_CM_HP_MN_PP_51804_promoter_IFITM10	37	30	37	30	0.46381761789686937
peak_CM_HP_MN_PP_SKM_87551_promoter_PSMD9	peak_CM_HP_MN_PP_SKM_87551_promoter_PSMD9	41	37	41	37	0.7343420330298466
peak_CM_HP_MN_PP_SKM_125302_promoter_C16orf87	peak_CM_HP_MN_PP_SKM_125302_promoter_C16orf87	49	52	49	52	0.8423820985077431
peak_CM_HP_MN_PP_SKM_125274_promoter_VPS35_ORC6	peak_CM_HP_MN_PP_SKM_125274_promoter_VPS35_ORC6	166	136	166	136	0.09500142279617142
peak_CM_HP_MN_PP_SKM_87655_promoter_DIABLO	peak_CM_HP_MN_PP_SKM_87655_promoter_DIABLO	88	86	88	86	0.9395993719521454
peak_CM_HP_MN_PP_SKM_87700_promoter_ZCCHC8	peak_CM_HP_MN_PP_SKM_87700_promoter_ZCCHC8	34	37	34	37	0.8125886494061619
peak_PP_SKM_22562_enhancer_MPZL1_7534.5_RCSD1_84098.0	peak_PP_SKM_22562_enhancer_MPZL1_7511.5_RCSD1_84214.0	32	25	32	25	0.42704285650325524
peak_CM_HP_MN_PP_76754_promoter_CACNB3	peak_CM_HP_MN_PP_76754_promoter_CACNB3	31	31	31	31	1.0
peak_CM_HP_MN_PP_SKM_124065_promoter_EEF2K	peak_CM_HP_MN_PP_SKM_124065_promoter_EEF2K	61	56	61	56	0.7117032769279406
peak_CM_HP_MN_PP_SKM_90718_promoter_RNF6	peak_CM_HP_MN_PP_SKM_90718_promoter_RNF6	68	67	68	67	1.0
peak_CM_HP_MN_PP_SKM_90760_promoter_WASF3	peak_CM_HP_MN_PP_SKM_90760_promoter_WASF3	63	57	63	57	0.6482600518210047
peak_CM_HP_MN_PP_SKM_90885_promoter_USP12	peak_CM_HP_MN_PP_SKM_90885_promoter_USP12	50	61	50	61	0.34258058257189866
peak_CM_HP_MN_PP_SKM_90907_promoter_RASL11A	peak_CM_HP_MN_PP_SKM_90907_promoter_RASL11A	41	45	41	45	0.7465343822890574
peak_CM_HP_MN_PP_SKM_90953_promoter_MTIF3	peak_CM_HP_MN_PP_SKM_90953_promoter_MTIF3	37	30	37	30	0.46381761789686937
peak_CM_HP_MN_PP_SKM_123415_enhancer_ERCC4_25630.0_ERCC4_37453.5	peak_CM_HP_MN_PP_SKM_123415_enhancer_ERCC4_25601.5_ERCC4_37454.5	32	32	32	32	1.0
peak_CM_HP_MN_PP_SKM_123349_promoter_CPPED1	peak_CM_HP_MN_PP_SKM_123349_promoter_CPPED1	44	34	44	34	0.3081682319436807
peak_MN_SKM_82947_enhancer_TMCC3_102553.5_NDUFA12_258569.5	peak_MN_SKM_82947_enhancer_TMCC3_102897.5_NDUFA12_250245.0	27	26	27	26	1.0
peak_CM_HP_MN_PP_SKM_91274_promoter_SLC7A1	peak_CM_HP_MN_PP_SKM_91274_promoter_SLC7A1	48	45	48	45	0.8358461346314859
peak_CM_HP_MN_PP_SKM_91300_promoter_UBL3	peak_CM_HP_MN_PP_SKM_91300_promoter_UBL3	31	28	31	28	0.794843653982861
peak_CM_HP_MN_PP_SKM_91443_promoter_HMGB1_USPL1	peak_CM_HP_MN_PP_SKM_91443_promoter_HMGB1_USPL1	94	83	94	83	0.45235830236368396
peak_CM_HP_MN_PP_SKM_123217_promoter_ZC3H7A	peak_CM_HP_MN_PP_SKM_123217_promoter_ZC3H7A	45	38	45	38	0.5104099416812344
peak_CM_HP_MN_PP_SKM_91854_enhancer_STARD13_256224.0_RFC3_273313.0	peak_CM_HP_MN_PP_SKM_91854_enhancer_STARD13_256982.0_RFC3_275418.5	44	44	44	44	1.0
peak_CM_HP_MN_PP_SKM_122979_promoter_CLEC16A	peak_CM_HP_MN_PP_SKM_122979_promoter_CLEC16A	50	45	50	45	0.6817425059181854
peak_CM_HP_MN_PP_SKM_122975_promoter_DEXI	peak_CM_HP_MN_PP_SKM_122975_promoter_DEXI	42	41	42	41	1.0
peak_CM_HP_MN_PP_SKM_122929_promoter_NUBP1	peak_CM_HP_MN_PP_SKM_122929_promoter_NUBP1	65	61	65	61	0.789395944688143
peak_CM_HP_MN_PP_SKM_122895_promoter_EMP2	peak_CM_HP_MN_PP_SKM_122895_promoter_EMP2	30	30	30	30	1.0
peak_CM_HP_MN_PP_SKM_92696_promoter_KBTBD6	peak_CM_HP_MN_PP_SKM_92696_promoter_KBTBD6	44	46	44	46	0.9161288770112892
peak_CM_HP_MN_PP_SKM_12285_promoter_TM2D1	peak_CM_HP_MN_PP_SKM_12285_promoter_TM2D1	35	32	35	32	0.8071946913670247
peak_CM_HP_MN_PP_SKM_122684_promoter_TMEM186_PMM2	peak_CM_HP_MN_PP_SKM_122684_promoter_TMEM186_PMM2	45	42	45	42	0.8303730096857541
peak_CM_HP_MN_PP_SKM_122664_promoter_ABAT	peak_CM_HP_MN_PP_SKM_122664_promoter_ABAT	37	36	37	36	1.0
peak_CM_HP_MN_PP_SKM_90544_promoter_CENPJ	peak_CM_HP_MN_PP_SKM_90544_promoter_CENPJ	57	59	57	59	0.9260777633148564
peak_CM_HP_MN_PP_SKM_90302_promoter_TNFRSF19	peak_CM_HP_MN_PP_SKM_90302_promoter_TNFRSF19	55	46	55	46	0.4261600154669939
peak_CM_HP_MN_PP_SKM_12382_promoter_USP1	peak_CM_HP_MN_PP_SKM_12382_promoter_USP1	83	86	83	86	0.8777899471847895
peak_CM_HP_MN_PP_SKM_90241_enhancer_SGCG_20675.0_SACS_250016.5	peak_CM_HP_MN_PP_SKM_90241_enhancer_SGCG_20687.5_SACS_251366.5	33	36	33	36	0.8099490529189248
peak_CM_HP_MN_PP_SKM_89362_enhancer_DDX51_59283.5_NOC4L_59395.5	peak_CM_HP_MN_PP_SKM_89362_enhancer_DDX51_59761.5_NOC4L_59873.5	27	30	27	30	0.7913664277791806
peak_CM_HP_MN_PP_SKM_89382_promoter_DDX51_NOC4L	peak_CM_HP_MN_PP_SKM_89382_promoter_DDX51_NOC4L	47	42	47	42	0.6718086491746101
peak_CM_HP_MN_PP_SKM_89387_enhancer_NOC4L_8031.0_DDX51_8143.0	peak_CM_HP_MN_PP_SKM_89387_enhancer_NOC4L_9823.5_DDX51_9935.5	28	28	28	28	1.0
peak_CM_HP_MN_PP_SKM_89564_promoter_POLE_PXMP2	peak_CM_HP_MN_PP_SKM_89564_promoter_POLE_PXMP2	61	50	61	50	0.34258058257189866
peak_CM_HP_MN_PP_SKM_124024_promoter_UQCRC2	peak_CM_HP_MN_PP_SKM_124024_promoter_UQCRC2	42	41	42	41	1.0
peak_CM_HP_MN_PP_SKM_89608_promoter_GOLGA3	peak_CM_HP_MN_PP_SKM_89608_promoter_GOLGA3	37	31	37	31	0.5446122234192592
peak_CM_HP_MN_PP_SKM_89618_promoter_CHFR	peak_CM_HP_MN_PP_SKM_89618_promoter_CHFR	57	58	57	58	1.0
peak_CM_HP_MN_PP_SKM_124004_promoter_METTL9	peak_CM_HP_MN_PP_SKM_124004_promoter_METTL9	48	47	48	47	1.0
peak_CM_HP_MN_PP_SKM_89633_promoter_ZNF26	peak_CM_HP_MN_PP_SKM_89633_promoter_ZNF26	32	34	32	34	0.9021585000966994
peak_PP_133854_promoter_HES7	peak_PP_133854_promoter_HES7	33	34	33	34	1.0
peak_CM_HP_MN_PP_SKM_52197_promoter_NUP98_PGAP2	peak_CM_HP_MN_PP_SKM_52197_promoter_NUP98_PGAP2	153	139	153	139	0.4468512525135427
peak_CM_HP_MN_PP_SKM_89645_promoter_ZNF140	peak_CM_HP_MN_PP_SKM_89645_promoter_ZNF140	107	108	107	108	1.0
peak_CM_HP_MN_PP_SKM_89731_promoter_MPHOSPH8	peak_CM_HP_MN_PP_SKM_89731_promoter_MPHOSPH8	68	68	68	68	1.0
peak_CM_HP_MN_PP_SKM_89756_promoter_PSPC1	peak_CM_HP_MN_PP_SKM_89756_promoter_PSPC1	27	25	27	25	0.8898839652765371
peak_CM_HP_MN_PP_7696_promoter_CSMD2_C1orf94	peak_CM_HP_MN_PP_7696_promoter_CSMD2_C1orf94	27	25	27	25	0.8898839652765371
peak_CM_HP_MN_PP_SKM_89814_promoter_GJA3	peak_CM_HP_MN_PP_SKM_89814_promoter_GJA3	23	29	23	29	0.48845566937989204
peak_CM_HP_MN_PP_SKM_12394_promoter_DOCK7	peak_CM_HP_MN_PP_SKM_12394_promoter_DOCK7	27	27	27	27	1.0
peak_CM_HP_MN_PP_SKM_89905_promoter_IFT88	peak_CM_HP_MN_PP_SKM_89905_promoter_IFT88	61	62	61	62	1.0
peak_CM_HP_MN_PP_SKM_89923_promoter_IL17D	peak_CM_HP_MN_PP_SKM_89923_promoter_IL17D	38	35	38	35	0.8151212352249976
peak_CM_HP_MN_PP_SKM_89953_promoter_XPO4	peak_CM_HP_MN_PP_SKM_89953_promoter_XPO4	41	43	41	43	0.9132023622245968
peak_CM_HP_MN_PP_SKM_89993_promoter_LATS2	peak_CM_HP_MN_PP_SKM_89993_promoter_LATS2	51	47	51	47	0.7620362195292438
peak_CM_HP_MN_PP_SKM_9019_promoter_CTPS1	peak_CM_HP_MN_PP_SKM_9019_promoter_CTPS1	89	92	89	92	0.8818760916964364
peak_CM_HP_MN_PP_SKM_89650_promoter_ZNF891_ZNF10	peak_CM_HP_MN_PP_SKM_89650_promoter_ZNF891_ZNF10	59	50	59	50	0.4436695012023487
peak_CM_HP_MN_PP_SKM_86825_promoter_SUDS3	peak_CM_HP_MN_PP_SKM_86825_promoter_SUDS3	33	27	33	27	0.5189580031896519
peak_CM_HP_MN_PP_SKM_125520_promoter_N4BP1	peak_CM_HP_MN_PP_SKM_125520_promoter_N4BP1	56	58	56	58	0.9254349612567242
peak_CM_HP_MN_PP_SKM_8640_promoter_MACF1	peak_CM_HP_MN_PP_SKM_8640_promoter_MACF1	33	34	33	34	1.0
peak_CM_HP_MN_PP_SKM_80289_promoter_CCT2	peak_CM_HP_MN_PP_SKM_80289_promoter_CCT2	31	33	31	33	0.9006532462520334
peak_CM_HP_MN_PP_SKM_128173_promoter_SLC12A4	peak_CM_HP_MN_PP_SKM_128173_promoter_SLC12A4	30	32	30	32	0.8990763136528589
peak_CM_HP_MN_PP_SKM_8050_promoter_EVA1B	peak_CM_HP_MN_PP_SKM_8050_promoter_EVA1B	34	39	34	39	0.6399729317539425
peak_CM_HP_MN_PP_SKM_128165_promoter_PSMB10	peak_CM_HP_MN_PP_SKM_128165_promoter_PSMB10	81	78	81	78	0.8740403384263966
peak_CM_HP_MN_PP_SKM_128146_promoter_NRN1L	peak_CM_HP_MN_PP_SKM_128146_promoter_NRN1L	29	30	29	30	1.0
peak_CM_HP_MN_PP_SKM_128129_promoter_THAP11	peak_CM_HP_MN_PP_SKM_128129_promoter_THAP11	69	64	69	64	0.7288539386735837
peak_CM_HP_MN_PP_SKM_128125_promoter_CENPT	peak_CM_HP_MN_PP_SKM_128125_promoter_CENPT	29	28	29	28	1.0
peak_CM_HP_MN_PP_SKM_128116_promoter_TSNAXIP1_RANBP10	peak_CM_HP_MN_PP_SKM_128116_promoter_RANBP10_TSNAXIP1	112	103	112	103	0.5854471457724042
peak_CM_HP_MN_PP_SKM_81127_promoter_E2F7	peak_CM_HP_MN_PP_SKM_81127_promoter_E2F7	29	24	29	24	0.5831321542611763
peak_CM_HP_MN_PP_SKM_128094_promoter_GFOD2	peak_CM_HP_MN_PP_SKM_128094_promoter_GFOD2	52	48	52	48	0.7643534344026669
peak_CM_HP_MN_PP_SKM_81384_promoter_PAWR	peak_CM_HP_MN_PP_SKM_81384_promoter_PAWR	56	52	56	52	0.7729885295985338
peak_CM_HP_MN_PP_SKM_81408_promoter_PPP1R12A	peak_CM_HP_MN_PP_SKM_81408_promoter_PPP1R12A	81	77	81	77	0.8114566072042906
peak_CM_HP_MN_PP_SKM_128075_promoter_ACD_PARD6A	peak_CM_HP_MN_PP_SKM_128075_promoter_ACD_PARD6A	63	59	63	59	0.7860578568938608
peak_CM_HP_MN_PP_SKM_81633_promoter_CCDC59_METTL25	peak_CM_HP_MN_PP_SKM_81633_promoter_CCDC59_METTL25	64	63	64	63	1.0
peak_CM_HP_MN_PP_SKM_81676_promoter_TMTC2	peak_CM_HP_MN_PP_SKM_81676_promoter_TMTC2	90	90	90	90	1.0
peak_CM_HP_MN_PP_SKM_82202_promoter_KITLG	peak_CM_HP_MN_PP_SKM_82202_promoter_KITLG	30	23	30	23	0.4101027163746913
peak_CM_HP_MN_PP_SKM_82285_promoter_DUSP6	peak_CM_HP_MN_PP_SKM_82285_promoter_DUSP6	113	97	113	97	0.3006104461467382
peak_CM_HP_MN_PP_SKM_82319_promoter_GALNT4_POC1B_POC1B-GALNT4	peak_CM_HP_MN_PP_SKM_82319_promoter_GALNT4_POC1B_POC1B-GALNT4	51	55	51	55	0.7709189909371144
peak_CM_HP_MN_PP_SKM_127954_promoter_LRRC29_TMEM208	peak_CM_HP_MN_PP_SKM_127954_promoter_LRRC29_TMEM208	31	29	31	29	0.8974218269914307
peak_CM_HP_MN_PP_SKM_82637_promoter_EEA1	peak_CM_HP_MN_PP_SKM_82637_promoter_EEA1	54	54	54	54	1.0
peak_CM_HP_MN_PP_SKM_82705_promoter_NUDT4	peak_CM_HP_MN_PP_SKM_82705_promoter_NUDT4	68	66	68	66	0.9312017456335951
peak_CM_HP_MN_PP_SKM_128233_promoter_PLA2G15	peak_CM_HP_MN_PP_SKM_128233_promoter_PLA2G15	48	45	48	45	0.8358461346314859
peak_CM_HP_MN_PP_SKM_128252_promoter_SLC7A6OS_PRMT7	peak_CM_HP_MN_PP_SKM_128252_promoter_SLC7A6OS_PRMT7	33	36	33	36	0.8099490529189248
peak_CM_HP_MN_PP_SKM_128325_promoter_ZFP90	peak_CM_HP_MN_PP_SKM_128325_promoter_ZFP90	45	43	45	43	0.9151865048428764
peak_CM_HP_MN_PP_SKM_128443_promoter_HAS3	peak_CM_HP_MN_PP_SKM_128443_promoter_HAS3	43	40	43	40	0.8264047244491923
peak_CM_HP_MN_PP_SKM_129319_promoter_BCAR1	peak_CM_HP_MN_PP_SKM_129319_promoter_BCAR1	47	45	47	45	0.9170405196524722
peak_CM_HP_MN_PP_SKM_129315_enhancer_BCAR1_6259.0_BCAR1_20633.5	peak_CM_HP_MN_PP_SKM_129315_enhancer_BCAR1_6263.0_BCAR1_20583.0	49	44	49	44	0.6785320136533253
peak_CM_HP_MN_PP_SKM_129287_promoter_ZFP1	peak_CM_HP_MN_PP_SKM_129287_promoter_ZFP1	47	50	47	50	0.8392136618440825
peak_CM_HP_MN_PP_SKM_78735_enhancer_NDUFA4L2_2257.0_SHMT2_9431.0	peak_CM_HP_MN_PP_SKM_78735_enhancer_NDUFA4L2_2260.0_SHMT2_9435.5	44	47	44	47	0.8340810393049415
peak_CM_HP_MN_PP_SKM_129250_promoter_WDR59	peak_CM_HP_MN_PP_SKM_129250_promoter_WDR59	46	47	46	47	1.0
peak_CM_HP_MN_PP_SKM_78834_promoter_ARHGEF25	peak_CM_HP_MN_PP_SKM_78834_promoter_ARHGEF25	29	27	29	27	0.8938530948350216
peak_CM_HP_MN_PP_SKM_78874_promoter_CDK4	peak_CM_HP_MN_PP_SKM_78874_promoter_CDK4	57	59	57	59	0.9260777633148564
peak_CM_HP_MN_PP_SKM_128873_promoter_DHODH	peak_CM_HP_MN_PP_SKM_128873_promoter_DHODH	38	38	38	38	1.0
peak_CM_HP_MN_PP_SKM_12884_promoter_MIER1	peak_CM_HP_MN_PP_SKM_12884_promoter_MIER1	32	32	32	32	1.0
peak_CM_HP_MN_PP_SKM_128837_promoter_AP1G1	peak_CM_HP_MN_PP_SKM_128837_promoter_AP1G1	48	46	48	46	0.917923067315743
peak_CM_HP_MN_PP_SKM_82751_promoter_CRADD	peak_CM_HP_MN_PP_SKM_82751_promoter_CRADD	29	32	29	32	0.7981526273057179
peak_CM_HP_MN_PP_SKM_79544_promoter_TBK1	peak_CM_HP_MN_PP_SKM_79544_promoter_TBK1	38	36	38	36	0.9075606176124984
peak_CM_HP_MN_PP_SKM_128826_promoter_PHLPP2	peak_CM_HP_MN_PP_SKM_128826_promoter_PHLPP2	64	63	64	63	1.0
peak_CM_HP_MN_PP_SKM_79665_promoter_LEMD3	peak_CM_HP_MN_PP_SKM_79665_promoter_LEMD3	28	25	28	25	0.7838463022094988
peak_CM_HP_MN_PP_SKM_79669_promoter_MSRB3	peak_CM_HP_MN_PP_SKM_79669_promoter_MSRB3	27	31	27	31	0.6940040940761318
peak_CM_HP_MN_PP_SKM_797_promoter_TPRG1L	peak_CM_HP_MN_PP_SKM_797_promoter_TPRG1L	76	79	76	79	0.8724408026046263
peak_CM_HP_MN_PP_SKM_128509_promoter_NFAT5	peak_CM_HP_MN_PP_SKM_128509_promoter_NFAT5	65	56	65	56	0.4672071020769664
peak_CM_HP_MN_PP_SKM_79925_enhancer_CAND1_203726.0_GRIP1_393091.5	peak_CM_HP_MN_PP_SKM_79925_enhancer_CAND1_200334.0_GRIP1_390159.0	36	38	36	38	0.9075606176124984
peak_CM_HP_MN_PP_SKM_79935_promoter_CAND1	peak_CM_HP_MN_PP_SKM_79935_promoter_CAND1	130	92	130	92	0.01284134116021739
peak_CM_HP_MN_PP_SKM_7998_promoter_TRAPPC3	peak_CM_HP_MN_PP_SKM_7998_promoter_TRAPPC3	159	150	159	150	0.6491047742329441
peak_CM_HP_MN_PP_SKM_79990_promoter_DYRK2	peak_CM_HP_MN_PP_SKM_79990_promoter_DYRK2	57	57	57	57	1.0
peak_CM_HP_MN_PP_SKM_80077_promoter_MDM1	peak_CM_HP_MN_PP_SKM_80077_promoter_MDM1	53	46	53	46	0.5467134835988132
peak_CM_HP_MN_PP_SKM_79572_promoter_RASSF3	peak_CM_HP_MN_PP_SKM_79572_promoter_RASSF3	61	59	61	59	0.927315021089884
peak_CM_HP_MN_PP_SKM_78610_promoter_PTGES3	peak_CM_HP_MN_PP_SKM_78610_promoter_PTGES3	72	75	72	75	0.8690499708342031
peak_CM_HP_MN_PP_SKM_127905_promoter_B3GNT9	peak_CM_HP_MN_PP_SKM_127905_promoter_B3GNT9	53	54	53	54	1.0
peak_CM_HP_MN_PP_SKM_127896_promoter_C16orf70	peak_CM_HP_MN_PP_SKM_127896_promoter_C16orf70	23	26	23	26	0.7754496546815659
peak_CM_HP_MN_PP_SKM_126637_promoter_BBS2	peak_CM_HP_MN_PP_SKM_126637_promoter_BBS2	44	40	44	40	0.7436441861052043
peak_CM_HP_MN_PP_SKM_84939_enhancer_CORO1C_39307.0_SELPLG_56818.5	peak_CM_HP_MN_PP_SKM_84939_enhancer_CORO1C_39663.0_SELPLG_57998.0	32	33	32	33	1.0
peak_CM_HP_MN_PP_SKM_126394_promoter_IRX5	peak_CM_HP_MN_PP_SKM_126394_promoter_IRX5	210	205	210	205	0.8443642215241095
peak_CM_HP_MN_PP_SKM_84994_promoter_SSH1	peak_CM_HP_MN_PP_SKM_84994_promoter_SSH1	50	48	50	48	0.9196068309220428
peak_SKM_112225_enhancer_BMF_21627.5_SRP14_48484.0	peak_SKM_112225_enhancer_BMF_21680.5_SRP14_48054.5	28	30	28	30	0.8956832138895906
peak_CM_HP_MN_PP_SKM_85043_enhancer_UNG_13121.0_ALKBH2_17547.5	peak_CM_HP_MN_PP_SKM_85043_enhancer_UNG_13524.0_ALKBH2_17949.5	31	26	31	26	0.5966417603730826
peak_CM_HP_MN_PP_SKM_126227_promoter_RPGRIP1L_FTO	peak_CM_HP_MN_PP_SKM_126227_promoter_RPGRIP1L_FTO	67	59	67	59	0.5330527502675584
peak_CM_HP_MN_PP_SKM_85143_promoter_MVK_MMAB	peak_CM_HP_MN_PP_SKM_85143_promoter_MVK_MMAB	37	30	37	30	0.46381761789686937
peak_CM_HP_MN_PP_SKM_85198_promoter_FAM222A	peak_CM_HP_MN_PP_SKM_85198_promoter_FAM222A	84	79	84	79	0.7541603898054391
